id,sentence1,label
520,Now ...what to do for the next hour while waiting for #OurGirl to start @user ?!,optimism
521,"@user @user @user @user @user @user @user Oh god, not Brewer again. The horror, the horror",anger
522,Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating.  #smrtruinslives,anger
523,i was angry.,anger
524,I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming,anger
525,Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK,optimism
526,@user @user You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage,anger
527,@user @user WAS THERE A CLOWN IN YOUR NEIGHBORHOOD?  #creepy #EnoughIsEnough,sadness
528,@user ehhh I guess. I want to everyone I've ever burst out laughing in front of😂,joy
529,"My boss likes to stand in my office &amp; smile at me like a shark: maliciously gleeful, and ask me how am I as if I have a secret to tell her.",anger
530,#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF.,sadness
531,🔥Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.🔥 #anger \n\n~Mark Twain,anger
532,@user how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod,anger
533,@user @user only offering 6 moth warranty #ps4pro  #truth #ripoff,anger
534,@user there was a US diver named steele johnson. i'd like him barred from the olympics.,anger
535,And here we go again 😓 #restless,sadness
536,"@user Give it up Gas, I don't hate u, I just don't respect ur rudeness. #bully",anger
537,whats with these boxes when i search google on chrome  #distracting,anger
538,"When you wake up, scroll through social media, and another father was taken from his child  #everyday #KeithLamontScott",sadness
539,"@user It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you #Psychowasp",anger
540,@user terrible,anger
541,"@user I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate",anger
542,Democracy doesn't work\n #mob #mentality #mass #hysteria  #mongering #oligarchy,anger
543,Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair  #pretendinghesok #ruok #AFLCatsSwans,sadness
544,@user @user give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt;,joy
545,So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted,anger
546,@user @user welcome ji . sorry for words that irritate u,anger
547,Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.,anger
548,Goddamn headache. #anger,anger
549,"Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour",anger
550,Glad I didn't watch smackdown because I can't see my men @user @user lose. #sohurt #revenge,anger
551,#LMFAO @user 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence  #libtard #biasedmedia #neverHillary,anger
552,Hate when guys cant control their anger 🙃🙃,anger
553,Just caught up with @user wonderful new series on #EalingComedies. Infectious delight in every interview and film clip.,joy
554,So Rangers v Celtic ll #revenge,anger
555,"@user unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things",anger
556,"@user @user @user @user These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.",anger
557,Omg he kissed her🙈  #w,joy
558,@user Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness,sadness
559,Lot 100 would give Ghandi road rage,anger
560,Being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - #awful 😖👺🙅,anger
561,@user #worst exec complaints ever #horrific customer journey,anger
562,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,anger
563,@user @user @user #bully #Bullshit #fullofshit please take out the #garbage,anger
564,@user she looks completely #rabid @user,joy
565,"@user I'm always a little bit weary of speaking up because 1. I don't want to hijack the convo - as an LGBT person, I've seen",anger
566,"@user shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it",anger
567,"We so elated, we celebrated like Obama waited until his last day in office to tell the nation, brothers is getting their reparations",joy
568,"@user it doesn't offend me but it's just,,, Weird.",sadness
569,"@user hit the sink with a hammer... sorry, the universal modifier!",sadness
570,"@user not received verification email, asked for it to be resent 5 times still nothing.",anger
571,@user i would just get some decent referees #shocking,anger
572,"@user Forget the hair, that salon looks so light &amp; cheery! Would go there for a coffee &amp; read a book!",joy
573,@user \nIf this room was burning 🔥,anger
574,@user @user candy corn is the greatest candy in the world when it comes to being objectively terrible,anger
575,You insult the late Sherri Martel,anger
576,"I hate that if I don't start the conversation, there won't be one.",anger
577,@user yes Hun! Avoid at all costs!!,anger
578,When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.,optimism
579,Happy 69th @user May u keep haunting us for many years. #horror #writing,joy
580,@user #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon,anger
581,Watch this amazing live.ly broadcast by @user  #musically,joy
582,I mourn the creativity lost.,sadness
583,@user take deep breaths bc the shaking could be from adrenaline. Oh wow that's weird. Depending if you're regular or not that varies-,sadness
584,Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted.,sadness
585,nooooo. Poor Blue Bell! not again.,sadness
586,@user @user an 'Honorable Senator' cheering when a cease fire does not hold! PEOPLE DIE AND YOU CHEER! GENOCIDE SUPPORT NOT GOOD!,anger
587,Professor: introduce yourselves and say one interesting fact\n\nHi I'm Ethan and the Sun will engulf our planet in a fiery explosion one day,joy
588,"Ignored broken tooth for so long, now have abscess. Need dentist but #fear makes it hard for me to go..45 and still can't go to dentist",sadness
589,"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. #horrible",anger
590,@user @user @user I once hooked them up backward. Not recommended. #smoke,anger
591,follow my girl tiff she only got 3 followers💖💘💖💘💘 @user,sadness
592,Getting so excited for @user 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock #blues #jam,joy
593,Love how Megan is raging about this Kendall Jenner photo and I'm sat here like 🤔🙃,anger
594,Think of #anger as this barrier between you and your truth.' @user,anger
595,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage,anger
596,@user @user YES! I am rejoicing,joy
597,Forgot to plug the phone in overnight #nightmare,sadness
598,The war is right outside your door #rage #USAToday,anger
599,Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz #blues,sadness
600,"@user haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!",anger
601,When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help  #heart #HeartRacing,optimism
602,“Competition is suppose to motivate you to do better everytime not to be bitter all the time” -De philosopher DJ Kyos \n#quote #success #CSGO,optimism
603,"_Her mind is a #dark room,\nDeveloping #Madness  ♨😘",anger
604,What's the worst affliction that you or someone you know ever convinced yourself you had?,sadness
605,"warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~",anger
606,Like he really just fucking asked me that. #offended,anger
607,@user haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,anger
608,Have to say that third City kit is fucking awful. Someone at Nike wants shooting.,anger
609,Damnnit! Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo.,anger
610,I just want to be in Canada rn 😭 awe,sadness
611,@user @user @user N-no. Because of your wrath.,anger
612,"@user @user @user The way my blood is boiling, little bastards!",anger
613,"@user @user @user I'm sadly not, I'm just being smutty",sadness
614,@user but  @user drugged and raped those women. At least you and Barb were sober and consenting!!,anger
615,@user awe yay wish i could rt /:,joy
616,@user   How dull.,sadness
617,#Anger or #wrath is an intense emotional response.,anger
618,I'm at the point in my life that I'm playing Christmas music in my room because i need winter and joyful times rn,joy
619,Chart music is pretty much ALL the same..,joy
620,Mom you remember when Narley died? You cried like a baby!,sadness
621,@user @user @user I don't listen to White Trash talk about blacks. It's insult. Talk about your race living in trailers,anger
622,my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):),joy
623,Why do I have such bad anxiety it's annoying,anger
624,Overwhelming sadness.  This too shall pass.  #lonley #startingover,sadness
625,second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL,joy
626,"Everything is far away because time is short, no rest for the weary.",sadness
627,@user @user well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric,sadness
628,Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre,optimism
629,i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃,joy
630,@user it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie,anger
631,Harking back to 2012 - DT's challenge to @user will give...DT a hearty thank you...if he will release his tax returns....,joy
632,@user  cheering for @user and @user,joy
633,I wonder if the #wolfcreek TV show is sponsored by the anti-tourist board of Australia to discourage visitors? #stayathome #dontvisit,anger
634,"there is no shame in fear, what matters is how we face it.",optimism
635,@user #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process #sadness,sadness
636,"@user  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people",sadness
637,@user Content updates provoke that income.,joy
638,"@user @user I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that.",optimism
639,"@user I was talking about further in the expansion, with more gear - fury always does well towards the end",anger
640,Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory,joy
641,"@user @user shocking work ethic by our players, Rooney stifled by their laziness",anger
642,I can't believe @user can't put up even 3 points on @user #horrible #hugeletdown,anger
643,for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for,sadness
644,"Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game?",anger
645,I know it's the final day of summer when it's the finale of @user #sadness,sadness
646,Thought the Xbox one s madden bundle would come with a physical copy of madden not a code😴 it's gonna take fucking forever to download lol,anger
647,@user @user @user This shit is gonna start a cold war of who can flag who first.,anger
648,@user Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat,sadness
649,You forever straight so fix that frown u good😇 @user,joy
650,Early morning cheerfulness can be extremely obnoxious #ALDUB62ndWeeksary,joy
651,Now that the n word is normalized by the media? Just wow. No words for this . No. Words. For . This. Frog been boiling in the pot via media.,anger
652,I guess #bradangelina &gt; #anger &gt; #blacklivesmatter,anger
653,You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,anger
654,@user @user Did they get the wrong fur Pal? #shocking 😱,sadness
655,"Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over #fear #Moses",optimism
656,"@user @user evil, rich white men and their fucking cronies in intelligence/gov/academia using blithe blacks as fodder",anger
657,Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them #optimism,optimism
658,Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @user #WannaGetAway #Contest #sad,sadness
659,Literally being here makes me depress tbh,sadness
660,I wish the next madden has a story mode too. Just like Fifa 17,optimism
661,Do not grow weary in doing good.'\n\n-@billclinton,optimism
662,Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading,joy
663,#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole,sadness
664,"I need to think of a new Avatar for Fire Emblem Revelation as I might start playing it soon, any ideas for names? What gender do I choose",optimism
665,@user @user @user @user please. Or you could be clouded by your passion. Emotion leads you from the truth.,optimism
666,Quinn's short hair makes me sad.,sadness
667,Drop every fear...,optimism
668,Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes,optimism
669,I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,anger
670,What day is it #lost,sadness
671,You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!,optimism
672,#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @user,joy
673,Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops,anger
674,"@user don't I know it, try not to fret my sweet little pupper",anger
675,People too weak to follow their own dreams will always find a way to discourage yours.,sadness
676,No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge.,anger
677,"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @user dying, and burst into tears... Smh",sadness
678,@user peanut butter takes away the sting,optimism
679,Angel got me nervous out here 😷,sadness
680,Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad,sadness
681,no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute,joy
682,"@user its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!",joy
683,@user @user @user That might sting for a bit lads but you'll get over it.     #betterwithsinnfein,optimism
684,"@user yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism",anger
685,13 hour @user rides make me  #sorry,sadness
686,Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,sadness
687,"{Strong hands moving to firmly grope each of @user thighs, squeezing as her digging nails extract a growl from me.}",anger
688,Rojo is hilarious,joy
689,"@user They look FAB, they were made for the big screen!Can't wait to see this evolve &amp; the bright future of these little toy people",joy
690,is it bad that kurt is literally me..?,sadness
691,@user @user the refs are in GT's favor tonight. #terrible,anger
692,"Not sorry for that burst of anti #Allo spam, fuck any messaging app launching in 2016, without encryption on by default.",anger
693,Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday,anger
694,How sad is it that I'm rejoicing over a 72💀 #collegekills,sadness
695,#aliens #zombie #gore #slash #ghost #sith #horror I love it all. 🔪,joy
696,Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness,sadness
697,The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,sadness
698,Even a pencil✏ never #stayed  with me until it's #end ⚫ 😞,sadness
699,"@user where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",anger
700,I forgot #BB18 was on tonight  that is how much the real world has been distracting me #horrid ,sadness
701,@user @user @user @user @user goddamn...the 'celebrity' draft at the end was classic. #hilarious,joy
702,Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless,sadness
703,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous.,anger
704,It's become a verb. 'I'm gonna Villaseñor all those old contacts I don't need anymore.' #sadness @user #waitingforexplanation,sadness
705,Marcus Rojo is the worst player i have ever seen. Useless toasting burning bastard,anger
706,#bcwinechat what's the most common method used to make BC #sparkling #wine?,joy
707,Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd,optimism
708,@user And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @user,anger
709,Should've stayed at school cause ain't nobody here,sadness
710,@user @user Not a word about terrorism.,anger
711,My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher,sadness
712,@user hannah stop being mournful and chill 💁,sadness
713,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare,anger
714,"@user Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! #awful",sadness
715,I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism,sadness
716,@user @user what I miss? #outrage,anger
717,Is it terrorism to intimidate a populace? What case held 'coercion by people in uniform is per se intimidation'?,anger
718,@user against Chelsea anything is possible haha. I'm fuming about that bet 🙄🙄🙄🙄🙄🙄,anger
719,Well @user Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @user @user,anger
720,Radio shake mutli directional mike it might sound cheap but the sound wasn't that bad and you could do some mixing.,optimism
721,@user What? Hillary has 27 different controversies and she gets asked NOTHING about any of them. Truth is she's a horrible candidate,anger
722,"@user I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!",sadness
723,"@user he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!",anger
724,Condolences to the  JC and the Georges family.. #sad,sadness
725,Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol,joy
726,While we focus on issue of #IPCA @user Indulges in #intimidation @user @user @user @user #StopCruelty,optimism
727,"Yo,if you're talking about horoscopes do you really have any clue as to what you're saying or are you gonna act offended when I question it?",sadness
728,Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!,anger
729,@user he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees,joy
730,Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,anger
731,"Or when they hmu on snap, and I'm like.. which one are you. 💀",anger
732,Blood is boiling,anger
733,@user Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4,sadness
734,@user  @user Is that really all you can offer for those who sacrifice daily to keep you safe...? @user #sad,sadness
735,A Leopard never changes its spots! #lost,sadness
736,So @user those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles,sadness
737,why the fuck does my mum want me to put corn in the curry?! #grim,anger
738,It is too fucking bright &amp; too fucking hot outside,anger
739,Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show.,joy
740,"Hello fellow #horror #creepy #dark #stange #story fans, how's your day? #followme and I'll #followback",optimism
741,"@user A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism",anger
742,Their engine runs on fuel called whining :-)\n\nU jst  hv 2b observant..\nHar din Rona dhona &amp; complain. \nHappy news makes them unhappy :-),anger
743,"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious",joy
744,"She used to be beautiful, but she lived her life too fast - Forest City Joe #blues #blinddogradio",sadness
745,"@user when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you",sadness
746,sav tells our mom 'I love you' and she responds 'Oh.' #sad,sadness
747,"Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.",anger
748,@user dudes who wanna play some bass but not buy a bass (me) rejoice,joy
749,@user @user I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO,sadness
750,"It's finally raining in Ashland, Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!",joy
751,@user happy birthday to my seed‼️‼️‼️ #renewtherivalry #imyourdaddy #cantbeatme  #tater,joy
752,@user thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!,optimism
753,@user @user It's no secret: personal dislike of Trump &amp; animosity has always been present..now magnified with bigotry/racism etc.,anger
754,@user  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack,anger
755,@user happy birthdayyyyyy pretty. Miss you!,joy
756,I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well,anger
757,((things that grind my gears: people drawing gideon gleeful skinny,anger
758,@user @user 😂😂😭😭😭 resentment,sadness
759,A3: But chronic sadness may mean there are underlying issues than getting sad occassionally over a particular issue (2/2) #mhchat,sadness
760,i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main,sadness
761,@user your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel,anger
762,This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. #frightened,sadness
763,I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny,joy
764,@user some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate,anger
765,@user @user supporter @user #prejudice against #disabled people #disabledlivesmatter  #bbcnews #skynews,sadness
766,@user And I hope when the police met him at the subway that they took him straight to jail 😕 #awful,sadness
767,Do you know how much it hurts to see you best friend sad?,sadness
768,my mom recorded nightmare before Christmas for me 😍😍😍 I LOVE IT 💕,joy
769,@user @user We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.,anger
770,@user Oh noooo!  #nomorehammocks #nightmare ;),sadness
771,My eyes have been dilated. I hate the world right now with the rage of a thousand fiery dragons. I need a drink.,anger
772,when you think you've got it together for a day then you randomly burst out crying,sadness
773,@user lmao! I can only imagine the frown across that face of yours. #Hilarity,joy
774,Breaking out in hives for the first time since college finals. #anxiety sucks,sadness
775,Q&amp;A with N. Christie @user fr. @user What would Peter and Dardanella think of us knowing? #poorthings,sadness
776,i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. #apprehensive,sadness
777,@user i tried to turn off my alarm this morning and it turned on all my alarms instead,anger
778,@user I know if I wasn't an optimist I would despair.,optimism
779,@user @user New campaign slogan idea...'I know you are but what am I?' #bully #Trump2016 #yourefired #deflect,anger
780,@user @user @user @user I thought it was because she once sunk her teeth into something that's meant 2b sooked,anger
781,Smokeys dad is sad :/,sadness
782,"@user made me laugh, that quote. In a sort of rueful way.",joy
783,TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #الخفجي,joy
784,Going home is depressing,sadness
785,so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed #angry #upset #tired #sad #tired #hangry ######,anger
786,Jimmy Carr makes me want to cry and cry *shiver*,sadness
787,We express our deep concern about the suspension of   @user  please reactivate it. he never violated T.roles @user,sadness
788,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost,sadness
789,Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation,optimism
790,@user what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 #fuming,anger
791,Marcus Roho is dreadful,anger
792,or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy,anger
793,np rum rage,anger
794,To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry #smile #offalonehugots,optimism
795,"why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall",anger
796,"If any trump supporters and Hillary haters wanna chirp some weak minded, pandering liberals just tweet at @user @user",anger
797,My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,sadness
798,@user wouldn't cross the street to piss on its server if it was on dire,anger
799,"If you don't respond to an email within 7 fays, you wifl be killed by an animated gif of the girl from The Ring.",anger
800,I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.,anger
801,#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow.,anger
802,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,anger
803,"Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC",sadness
804,even walking around with my family members who carry guns makes me nervous and theyre my family....,anger
805,75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.,sadness
806,What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever,sadness
807,untypical kinda Friday #dull,sadness
808,@user I fell and heard a snap hffffhj,sadness
809,"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #joyful #nosleep",joy
810,5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day,sadness
811,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡",anger
812,"Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot",optimism
813,He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.,anger
814,Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl,joy
815,"@user Like, despite all my irritation towards ur ship, at least its canon. BuckyNat is canon, (and clintwanda is canon)",anger
816,"@user @user yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.",optimism
817,Panda eyed jaunty after watching jaws until late!,joy
818,Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB,joy
819,I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown,anger
820,Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry,anger
821,"People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation",anger
822,@user &amp; @user must be rejoicing ovet #Charlotte protests. \n#NorthCarolina,joy
823,@user fix this home/away deptch chart invalid glitch. I have to close madden and re-open it everytime this happens,anger
824,@user Think about it if he need white peoples votes wouldn't just reach out about things that only concern them &amp; leave out rest?,anger
825,"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism.",anger
826,I know this is going to be one of those nights where it takes an Act of God to fall asleep.  #restless,sadness
827,Banger sit in 2013 reason why we great doings him alias for why we rejoice in he.: kzfqR,joy
828,i feel furious,anger
829,"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes.",anger
830,I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree,anger
831,"#NawazSharif says lets end #terror. Sure, let #IndianArmedForces target the bases without #Pakistan interference #Karma?",anger
832,@user @user @user entire team from coaches on down played and coached scared from jumpstreet. #intimidated,anger
833,Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.,joy
834,Why doesn't anybody I know watch penny dreadful? ☹️️,sadness
835,Thank you @user for the balloons today. #smile #goodday #48,joy
836,Currently listening to @user &amp; @user @user podcasts!! Can you guys please move to #yvr ? #hilarious #missyou,joy
837,Depression sucks!,sadness
838,"@user hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant",anger
839,how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..,sadness
840,@user bubble implies it will burst?,sadness
841,@user @user New campaign slogan idea...'I know you are but what am I?'  #Trump2016 #yourefired #deflect,anger
842,"my school photo is honestly horrid, i look so ew😅",sadness
843,"I'm mad at the injustice, so I'm going to smash my neighbours windows'.  Makes perfect sense. #CharlotteProtest",anger
844,@user @user No grudge. Only truth in abundance.,optimism
845,"That's me for the evening, though! Way too lit to finish these off properly without causing some serious mischief.",optimism
846,"@user oh so true, so true.",joy
847,@user 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show.,anger
848,How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳,anger
849,Baaarissshhhhh + sad song =  prefect night — feeling alone,sadness
850,"Walk right through them! See way past them, and don't even hesitate running them over.",optimism
851,Im really constipated. This is depressing,sadness
852,@user @user this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!!,anger
853,"#AutumnalEquinox the nights are drawing in, what a great time to look at putting up some new #lights #dark #showroom #news #wirral",joy
854,Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame @user,anger
855,Watch this amazing live.ly broadcast by @user  #musically,joy
856,That rocky horror remake looks a bit w a n k,anger
857,I wish there were unlimited glee episodes:( so I could watch them forever. #gleegoodbye,joy
858,"Why does @user have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages",anger
859,Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡,anger
860,@user we are not concerned about Pakistan's internal affairs. But the terrorism as it's state &amp; economic policy.#terroristnation,anger
861,#Trump ’s ‘Make America Great Again’ plan is exactly like the first 15 minutes of the #movie #ChildrenOfMen.\n\n#cages #terrorism #refugees,anger
