id,sentence1,label
1065,"@user @user @user @user @user @user If you really believe that #FeminismIsCancer, maybe…",hate
1066,@user @user will be a two term President. Too much greatness in the Trump Economy. Next stop #BuildThatWall #MAGA,hate
1067,"Your girl is a hoe, you need to let go She fucked a... — You sent this a few months ago. I just now got to i...",hate
1068,"@user Anti immigration party? More like commonsense, sane centrist party. We need more of this.",not-hate
1069,All the men who catcall on the street I wish I could personally shove back up their moms whore cunt :),hate
1070,@user Again going on record that you care more for illegals than US Citizens. Theyre here illegally! #NoDACA #NoAmnesty,hate
1071,"RT @user Snapchat me that PIN number, if it's... cool😅💳 #memes #lol #lmao #bruh #petty #truth #girls #love #guy #ctfu #dead #fuckery #pe…",not-hate
1072,@user Lmao they got this pillow that lets you lay on your stomach shit like a a little hole for your belly,not-hate
1073,@user I have a tweet from a Swede who quotes me our country will never be the same again after Immigration neighbour hoods set alite,hate
1074,"Heard a boy joking about date rape drugs and calling women “bitches.” First of all, you look like a peeled banana. Second of all, stop",not-hate
1075,.â¦@morningmikaâ© They’re ILLEGAL ALIENS. What is it about ILLEGAL and ALIEN that you don’t understand? #StopTheInvasion#DeportThemAll#NoAmnesty#BuildTheWall,hate
1076,Another MS-13-linked body found after arrest of gang member in Long Island teen's death - NY Daily News @user @user #BuildTheWall #StopTheInvasion #DeportThemAll #KeepAmericansSafe#NoDACADeal#NoAmnesty,hate
1077,The man won this one,not-hate
1078,"If any woman is a victim of sexual assault I pray you read the #metoo timeline, having an ex who was a victim of rape tell me she was and",not-hate
1079,I’m in Cox’s Bazar this week seeing @user brilliant work in the Kutupalong refugee camp. Monsoon season just stepped up a gear. After just two days of heavy rains &amp; there is water everywhere. #rohingyacrisis,not-hate
1080,As the @user final begins and @user is led by several keep in mind #refugee=#resiliency= #immigration  @user should take note! @user @user @user @user,not-hate
1081,Syrian refugees — the need for an image reboot,not-hate
1082,The German Government Pays for 3 Week Vacation for Refugees to Go Home.  So despite claiming their lives would be...,not-hate
1083,Bitch ima wear an anklet bc its cute af lmao stfu,not-hate
1084,boo you whore,hate
1085,"""I'm A Legal Immigrant And I Didn't Drag My Son Across The Border"" Powerful Immigration Speech",not-hate
1086,@user @user So its ok for a man to put his hands on a women... stfu. We know how your bitch living. Smh,hate
1087,@user @user @user How about holding parents responsible for breaking the law and endangering their children by illegally crossing the US border!  Catch and release is not a solution it's art of the US immigration problem!,hate
1088,"NOW PLAYING: ""Canción del Campo (Field Song)"" by Brad Bischoff. Roberto Olivera, a second-generation immigrant who worked CA’s tomato fields to escape poverty &amp; an affectionless stepfather, explains the lessons his mother taught him.  #VideoArtsSFOM",not-hate
1089,@user same AF,not-hate
1090,So migrants illegally sneaking into the USA can't expect to remain with their kids. Duh? They aren't walking into a mall but a different sovereign country which needs to end the influx. #BuildThatWall,hate
1091,watching “teeth” this bitch pussc biting everybody dick off😳,hate
1092,Tech Workers and Flight Attendants Resist Immigrant Family Separation – Labor Notes,not-hate
1093,"@user @user @user You're a liar let the vibe catch anyone of you and you're bussin a skank, you lot…",hate
1094,Do you ever see people in your feed and think 'lol I fucked you',not-hate
1095,"@user This is disgusting practice, make sure Huntleigh USA rehires these women.",not-hate
1096,@user @user Does he realize he's cheering for the #RacialReplacement and genocide of the French people??? How many of those players were #French???#StopTheInvasion #StopTheGreatReplacement #StopWhiteGenocide,not-hate
1097,@user & we should be cautious when using them. Slut and whore are examples. I don't think people should be us…,not-hate
1098,"The Olympics was fun, except for the fact that I would never watch a woman play sports.@",hate
1099,When they won't stop talking about their ex on a first date,not-hate
1100,Just got a ticket for going to my own park after hours . Like nigga close the gate then u dumb slut cunt hoe . Nigga said nice car when ....,not-hate
1101,@user So uhh what if you call a sweedish woman a 'slut',hate
1102,African refugees for Europe will come into slavery in Libya. This should be a warning for all which want to come to Europe. Dreams are over !,hate
1103,"This should be Federally Mandated Law on Criminal Illegal Aliens. Upon completion of maximum sentence allowed, alien is discharged into ICE custody for immediate Deportation. #EndSanctuaryCities #EndChainMigration #BuildTheWall #ProtectUS",hate
1104,@user Good!! We need that wall. #BuildThatWall,hate
1105,"The US is in flagrant breach of the Refugee Convention, which states that countries cannot impose penalties on #refugees who illegally cross the border. Via @user",not-hate
1106,"@user @user 1. Let in millions of immigrants, forcing up property prices so homes and children are unaffordable2. Raise taxes to fund healthcare, housing, and schools for said immigrantsRepeat endlessly",hate
1107,@user @user Says the woman who votes for rape enabling criminal and supports killing babies,not-hate
1108,Thats yo main bitch thats my side hoe damn near coldest bitch i love her nigga side joke🙃,hate
1109,Germany lifts ban on reunions for refugees,not-hate
1110,France: The imported muslim antisemitism against Jews in France increase. Jews have fear. And nobody stop this immigration !,hate
1111,IM bout sick and tired of you CRACKASSCRAKAZ fucking everything up yall really mentally incapable of comprehending reality you fucked up the world then blame the ones FORCED to helpyou get in that position ima proud immigrant and yall some victim playing victimizing WHOORES 🖕🖕,not-hate
1112,‘˜We will decide who enters our countries!' Hungary and Poland REJECT EU refugee quotas,hate
1113,"And it's irritating, just like the 'Not all men' or 'But he's a good guy' argument in the face of sexual harassment women face EVERY DAY.",not-hate
1114,@user @user @user They would would be opening up a flood gate for migrants. Saudi Arabia does not want the financial burden or possibly the lower class of Muslim influence.,hate
1115,"Now again in office. Orban starts his next 4 years with a complete majority in Hungarian parliament. The fighter against refugees and Soros says the liberal Europe is past, now he want to establish an European christian political reformation.",not-hate
1116,@user is a whore for any medical show and I'm a slut for a crime drama. Two sides of the same coin.,not-hate
1117,When men leave dumb comments thinking it's gonna hurt my feelings,not-hate
1118,No Woman Is Immune #rape #sexualabuse,not-hate
1119,"@user Stop stereotyping women. Just like how not all men are jerks, not all women spill the beans.",not-hate
1120,Angry Italian officials refuse to let this Italian commercial ship disembark 66 refugees &amp; migrants because they think it should have let Libyan coastguards intercept them and return them to inhumane detention centers instead,hate
1121,If you say not all men to me you're getting blocked without discussion.,not-hate
1122,Did you know that #TEDxKakumaCampâŒ was the world’s first ever TEDx event from a refugee camp? You can now see the entire show here:,not-hate
1123,@user don't even get me started on spandex! #WomenSuck,hate
1124,"UN bid to improve migrant, refugee response flounders as political will evaporates",not-hate
1125,#tgt the woman accusing#rapper #nelly of rape will not testify. Sippers🍵 here’s the spill from…,not-hate
1126,"Lil bitch that pussy so dry, You finna break the rubber",hate
1127,"On Wednesday, August 8, DACA will be back in the courts &amp; this time, Texas Judge Andrew Hanen, a well-known anti-immigrant zealot, will decide the program’s fate.  Here's a recap of Hanen and Paxton’s anti-immigrant partnership in U.S. v. Texas:",not-hate
1128,Right?! It's really all I live for,not-hate
1129,"Douglas Todd: Trudeau government goes silent on Canada's 50,000 Syrian refugees, via @user add it to the alarming list of his and his government's fails.",not-hate
1130,When you're on a date with someone that won't stop talking about their ex,not-hate
1131,"Above all else, Trump is a stupid son of a bitch..",not-hate
1132,Americans Agree with @user on #immigration we can not afford to give welfare to illegals while U.S Citizens are homeless #VoteDemsOut  #FamiliesBelongTogetherMarch,hate
1133,"Ladies you want equal rights? Well in that case my lawn needs cutting, my car needs an oil change, and my ass needs wiping. #GetToIt",hate
1134,U.N. warns of 'critical gap' in Syrian refugee aid this year #UnitedNations,not-hate
1135,Germany is the most beloved target for refugees in Europe. 2/3 of them go to this destination. Last year(2016) 388.201 refugees like to settle !,not-hate
1136,"Refugees don't choose to be refugees. By definition, refugees have been forced to leave their home country because their lives or safety were threatened.Learn more about refugees by downloading our free e-book ""8 Things You Should Know About Refugees"" âž",not-hate
1137,@user @user This woman has moved right past the cunt stage straight in to twatdom.,hate
1138,When bae asks you where you wanna eat,not-hate
1139,I am PROUD to be an #MRA. If stupid feminists can complain I should be able to complain just as loud. It's only fair.#,hate
1140,@user ctfu tell that bitch don't be snitching she got caught whore,hate
1141,#UK refugee's major maths award stolen,not-hate
1142,#Burundi—Vocational training for refugees in Mahama started today at the newly inaugurated Elite Center.,not-hate
1143,@user then why tho?? u damn stupid hoe 😂,hate
1144,"@user RT #WeThePeople need @user actions to start backing up his words with real Conservative actions and results. Not the RINO shit coming out of #Congress, RINOs, McConnell, Ryan, Pence, Brady, & the Koch Brothers. #USA #Americans",hate
1145,French NGO vows nothing will stop Aquarius migrant rescues,not-hate
1146,Please spread your cunt hole fully,hate
1147,@user no I said hope. I hope you women learn your place! #SitDownInTheKitchen,hate
1148,Take off those glasses! They aren't real you hipster fuck! #WomenSuck,hate
1149,@user Yo this bitch is blowing my shit 😑fr talking bout I'm trying to talk to her girl shawty won't even show her face .,hate
1150,DRAKE! I WILL RIP YOUR HAIR OUT IF I SEE YOU AND THIS BITCH TOGETHER,hate
1151,"According to the supporters of immigration policy that would throw open the doors to every Tomas, Ri    What the leftist media hides from you...",hate
1152,Mounting Reports of Deliberate Trauma Inflicted on Immigrant Children Detained by the Trump/Pence Regime  #ChildrenInCages #FamilySeparation #ReuniteTheFamilies #ReuniteFamiliesNow #ReuniteEveryChild #ImmigrantChildren,not-hate
1153,@user @user true but not all men are the same and i hope you make the distinction that its not all men,not-hate
1154,@user I was banned from your chat because I said that cunt was a disrespectful term and I knew why you said it but it still stung.,not-hate
1155,"@user @user Why are YOU hiding YOUR recklessness w/ respect to YOUR Bankruptcy?You, if ANYONE should understand &amp; accept immigration laws have changed over time. Don't conflate the past with today.Follow the Law Pimp or get disbarr",not-hate
1156,I don't care what a bitch think or how a hoe feel 🆗🗣,hate
1157,Observers dismiss #Myanmar’s new inquiry into #Rohingya as political gimmick via @user,not-hate
1158,DOJ declared the forfeiture of Sr. Pat's visa by Immigration Bureau null and void but it's not over yet #ucanews #thereforthevoiceless #humanrights #Philippines #HandsOffSrPat @user @user @user @user @user @user @user @user,not-hate
1159,"“I think we need to have a little talk, woman to skank.” Jeaniene Frost#iloveparanormalromance",not-hate
1160,"This community won't let go of Weinstein like he's still rich enough for Dems cash it seems....I wish to hear more globalist celebs adopt more immigrants/refugees, the children in poverty still have their parents to take care of them....",not-hate
1161,my girl left early in the morning holler bout she going to get her hair done bitch i ain’t dumb,hate
1162,Pro Tip- All girls like being told they're good girls,not-hate
1163,Austria joins Eastern Europe! Rejects EU plans for more migrants,not-hate
1164,"What would I do for Trump? Anything. Yes anything to keep my country FREE, to support are VETS, and to FIGHT radical Islamic terrorism. What would YOU do #ForTrump, who has done so much for America?#MAGA#TCOT#TheXFactor#BuildThatWall",hate
1165,"Massive red salute to a living legend now leaving us: Arsene Tchakarian, the last living member of the Missak Manouchian Group -- the communist immigrant partisan militia that fought the Nazi occupation of France during World War II -- has died at age 101.",not-hate
1166,Remittances to Caribbean islands reached record high in 2016 – World Bank,not-hate
1167,@user Rage of women of trump in the White House made them individually fearless to turn on Weinstein! Blame 1 man not all men.,not-hate
1168,Chi-town is a 💩⚫,not-hate
1169,Not all men are the same......oh wait yes they are. And yes I love my bf. And yes men are still trash. Fuck you pay me bitch.,not-hate
1170,"Last week UNHCR released their annual Global Trends Report, which found that there are currently 25.4 million refugees around the world. Will you make the future brighter for just one? Donate or become a fundraiser on behalf of refugees here. âž",not-hate
1171,We let these #migrants in to our country for a better life but what's about our lives and our children's future. That do not want to live by our laws. These #Muslims do not respect our way of life. #SENDTHEMBACK,hate
1172,Laying in my bed telling me not to suck your cock cause it smelled... we know why.. it was up some skanks arse before you came to mine,hate
1173,tf yall hoes so mad bc a bitch in harm's way everyday for,hate
1174,Waking up seeing drunk texts you sent from the night before,not-hate
1175,Dispelling The Myth Of The Girl Who Cried Rape #resist,not-hate
1176,UN wants ‘˜immediate halt’ to separation of migrant families in US  Tell the UN to kiss our azs and stay out of our business.,hate
1177,never make yo main look stupid for a hoe,not-hate
1178,"When life gives you lemons just remember... Nobody gives a fuck, keep that shit to yourself",not-hate
1179,"Maybe diversity.Or results of western globalization,war propaganda of Pentagon n Hollywood,arming terrorists/Anti-Govt groups,refugees can be good for economy for labors/trafficking.Eiffel Tower in glass is many things.But it's not peace. @user @user",not-hate
1180,When she sees your dick for the first time and it's bigger than she expected,not-hate
1181,"Watch: French Mayor Declares ""Muslim migrants are not welcome here"" - Free Speech Time - @user",hate
1182,Marc Gasol volunteering aboard migrant rescue boat,not-hate
1183,no thanks they are the reason we are not independent selfish individuals who wanted to use the NHS etc to much immigration no thanks,not-hate
1184,Not all men treat women badly. There are some really great ones and they deserve recognition. Maybe this way we can show our daughters...,not-hate
1185,Checkout this cool video review that features our picture book Irving Berlin: The Immigrant Boy Who Made America Sing. @user,not-hate
1186,📹 cumbutt: gaymanfetish: nohoslut: Never be ashamed of being a CUM whore pig slut Follow my other...,not-hate
1187,@user BITCH you shouldnt be putting it out there cunt nugget,hate
1188,10 migrants saved by Turkish tour boat off Bodrum,not-hate
1189,Charles Manson out here gettin married in jail and your lame ass can't even get a text back,not-hate
1190,You @user should understand most of these women want to be single moms until finances bit then they bitch #MainaAndKingangi,not-hate
1191,The @user as currently constituted is merely a cunt hole. There's a lot of scum in there. @user Just bolted out of the mire,not-hate
1192,@user @user They are trying to rape that young girl and they rome around like animals fucking wankers,not-hate
1193,@user You need a thick Cock in your throat 😂😂,hate
1194,Macron the centrist cat stands like the gorgeous Eiffel Tower in glass tuxedo thx for the war lies n propagandas are you still sending refugees to forests? War criminal! Free New Caledonia @user @user,hate
1195,"Bitch you a hoe, tf.",hate
1196,"@user Immigration changes lives with unmatched dreams where people expect to be housed , to live the American dream !! While Millions of Americans never reach that height because of over populated Migrants who expect much and get angry and viol",hate
1197,"So over everything being called a fucking bitch ass whore daily when Im the only one that does anything takes care of 8 kids alone,done dont want to be here any fucking more. Gone",not-hate
1198,"pepperspray or smth, if you dont protect yourself dont be surprised if u get raped :/' like bitch maybe just teach men not to rape women",hate
1199,"@user @user Lily doesnt know the meaning of Loyal. Shes a hothead alcoholic, mad cuz Jr dismissed her, So she runnin to kiss Ryan Ass! Bye Felicia, & take that skank ass Art thief that YOU hired Out the fuck as well!",hate
1200,Hey boys instead of saying 'not all men' how bout you just ya know stop raping us,not-hate
1201,"@user We know that, we know not all men. But harassment happens to all women - this isn't about you",not-hate
1202,"Happy Birthday you stupid fucking bitch. I hope you slip and break ya neck, hoe. Grown to love yo lame ass. @user",hate
1203,"From Zac Goldsmith's vile campaign against Sadiq Khan, Boris Johnson's history of foul remarks about non-white people, or Theresa May's 'go home' vans &amp; treatment of Windrush immigrants, the Tory Party is clearly racist to the core and doesn't deserve the votes of decent people.",not-hate
1204,Mitch McConnell Endorses Reductions in Legal Immigration,not-hate
1205,Hey that looks like it could be an interesting book on migration maybe I'll stick it on my reading list oh no wait that's ok,not-hate
1206,Authorities on Samos object to plans for new migrant camp,not-hate
1207,Illegal Alien Heroin Dealer Has Been Charged 41 Times In 10 Years via @user anyone explain to me why?#BuildTheWall #NoAmnesty #EndChainMigration #BanSanctuaryCities#EnforceUSLaws8 US Code 1325This FELON should never have been Free!,hate
1208,Good News !Illegal Aliens Claiming Fake Asylum are being deported in Record Numbers Not #HereToStay #Immigration  #RedNationRising #Trump #MAGA #SendThemHome via @user,hate
1209,69. #Bozo is the friend who tries to con you into privacy so he can either pressurise you into consensual sex or rape you.,not-hate
1210,"This is what a home repair looks like in the #refugee camps of #Bangladesh. A #Rohingya woman uses her hands to spread mud over the cracks in her home. In the midst of #monsoon season, these homes are at constant risk of washing away. You can help:",not-hate
1211,I never realize how long a minute actually is until I get stuck listening to a minute long voice memo about a bunch of shit idgaf about,not-hate
1212,"""Closing our southern border would signal Canadian support for Trump’s refugee processes... It would be complicity with Trump’s expanded use of detainment """,not-hate
1213,Before I rip you a new asshole vs after,hate
1214,This is when a guy says something like “I don’t want to date a hoe” n a woman responds with “But you n your sister got different daddies” bitch so...still not dating a hoe lol,hate
1215,"@user what did we learn by Greenland leaving the EU no immigration no rapes , violence , or meddling fools imposing rules ,brave 2",hate
1216,@user Not all men - at least one woman,not-hate
1217,What she really means when she says she likes bad boys,not-hate
1218,#Trump officials may succeed in changing the “refugee status” of some #Palestinian refugees BUT they will never succeed in taking away the national identity of 7.2 million Palestinian refugees or their right of return!,not-hate
1219,Germany inks deal with #Spain to return registered migrants,not-hate
1220,The Trump supporter has made a name for himself with anti-immigrant views and allegations of voter fraud. Will Republicans make him their pick for governor?,not-hate
1221,'How do you live with yourself?',not-hate
1222,"When she says 'stick it in my ass and fill me up, daddy'",not-hate
1223,When you just got home from getting dicked down and now you gotta deal with your shrimp dick boyfriend,not-hate
1224,@user #BuildThatWall #BuildTheWall #BuildTheDamWall NOW!AMERICA WANTS JUSTICE NOW #VoteDemsOut #VoteRed #Walkaway #SAVEAmerica,hate
1225,"@user @user India is gradually becoming safe heavens for drug traffickers,smugglers,illegal immigrants",not-hate
1226,Dont worry @user you are and will always be the most hysterical woman.,hate
1227,"Orban will not take refugees to Hungary and will stop Soros forever. EU dont like that, so they go to court. But Orban, the defendor of Europe will never take refugees. If it goes hard, he will go out of the EU.",not-hate
1228,"As usual, a lot of confusion here between ""forcibly displaced people"" and ""refugees."" Around 40 million are displaced within their own countries, but have been entirely excluded from the UN's 'Global Compact on Refugees'.",not-hate
1229,@user First ima smack that ass then eat that pussy from the back then wrap your hair around my hand while I choke you and slide in slow and long strokes tease u then start pounding that pussy,hate
1230,In Mexico & CanadaONLY NATIVE BORN CITIZENS ARE ALLOWED TO VOTE IN THEIR ELECTIONS & EXCLUDES NATURALIZED CITIZENS!We should do the same in U.S.A.#RETWEET#RESIST#ThursdayThoughts #TrumpKnew Help #BuildThatWall @ #EndDACA#TheFive,hate
1231,"The immigrants that ""built this country"" are already citizens.They are not the ones crossing the border today.",not-hate
1232,"Where are the girl refugees, asylum seekers, children? #NotMyPresident #cruel #racist #inhumane #xenophobic #criminal #misogynist",not-hate
1233,A look at refugee and migrant camp ahead of EU meeting,not-hate
1234,@user It’s hysterical him watching that woman and eating chicken,not-hate
1235,"I either laugh or turn into a complete psychopath when I'm mad, either way, no one is safe",not-hate
1236,"@user @user So true, guys. Thanks for your support. Check out our account for info on upcoming events #maledominance",not-hate
1237,When daddy leaves cute notes for you,not-hate
1238,Pro Tip- Gray board shorts show a dick print just as good as gray sweats,not-hate
1239,The more WOMEN in the workplace means LESS WOMEN IN THE KITCHEN. Like and retweet if you see this as a big problem #ilovefood #homecookedm#,hate
1240,"The end to a successful @user Advisory Board meeting - members @user Founder &amp; CEO Diane Portnoy, @user &amp; @user Chair @user - after update on existing and plans for future research on economic contributions of #immigrants @user @user",not-hate
1241,@user Not all men are stupid to mistake ~ No ~ for Yes they are just using any means to stir up the movement,not-hate
1242,for them niggas who think im pussy gon and show me hoe,hate
1243,How to cure yourself from reporting pics and pages ☺️,not-hate
1244,@user @user Fuck off you Kunt,not-hate
1245,"Guys who call me or others who're, slut, bitch, cunt or whore don't deserve my attention or time. I won't date you.",not-hate
1246,It is a glorious life that I lead,not-hate
1247,Rica gets so much cock in her licked cunt,hate
1248,@user @user @user you want open borders and more immigration?? @user seven masked illegal immigrants storm jewelry store in Texas @user,hate
1249,why whore when you could cookie?,hate
1250,"@user @user @user @user This waste of Money must be stopped!!!  #NoMoreRefugees   Keep telling us how SS is going Broke, while you toss $ out the window!! Stop p—-ing. on our backs &amp; telling us it’s Raining!",not-hate
1251,Ex-UN envoys urge US to restore Palestinian refugee funds,not-hate
1252,"Filthy rich federal refugee contractor, @user teams with TripAdvisor to give #Refugees free tourism trips.  What about poor Americans and military vets? Any free tours for them?",hate
1253,"We KNOW that not all men are rapists, but unfortunately 1 in 4 women and 1 in 6 men have experienced abuse....and that is TOO MANY VICTIMS.",not-hate
1254,"@user @user The very same people who promote the mass bombing of the ME. One would think they might actually realise that many of the immigrants they’re complaining about. Are fleeing the bombs, they supported being dropped.",not-hate
1255,The woman who #accused nelly of #rape has dropped her case.,not-hate
1256,@user He can choke and so does his bitch hoe,hate
1257,"Yesterday @user and @user were live from the border in Tornillo, Texas to address the issue of immigrant families being separated. Watch and share the broadcast here âž",not-hate
1258,I started stroking it instead,not-hate
1259,UN urges #Libya not to detain rescued migrants #head #UnitedNations,not-hate
1260,"Triage system for border crossers won't be in place until Septemberhttps://t.co/AnYatbcW9UPretty well turned out for ""refugees"" (code for country shoppers).",not-hate
1261,Sub or not all men are weak & stupid for me be useful and keep fetching my clips @,not-hate
1262,I stand with the victims of sexual harassment or rape. No matter if they're a woman or a man. A rape is a rape what…,not-hate
1263,"Invite her over, play Rihanna 'Sex with Me' on repeat, then give her the worst sex of her life... #wastehertime2016",hate
1264,@user Do you know how traumatizing rape is?,not-hate
1265,Bitches are always sayin 'it's the little things' until you have a -a little bank account -a little drinking problem -or a little dick,hate
1266,Fier op mijn jongste dochter! Woensdag maken we 5 jonge leeuwen voor A’pse verkiezingen bekend. #AntwerpenIsVanOns,not-hate
1267,REFUGEES NOT WELCOME 👊🏻👊🏻👊🏻,hate
1268,I like watching horror movies.   I don't want to live in one.  #StopTheInvasion,not-hate
1269,Iraqi refugee charged with shooting #cop last week. Feds reportedly halted his deportation in #2016. -,not-hate
1270,How can you slag someone off so much and then be best friends the next minute 😂😂😂,not-hate
1271,"Government, UN probe finds inflated #refugee figures #WithRefugees #Uganda @user @user @user @user @user",not-hate
1272,"Does your pretty friend know you're using her pics to attract people to your tinder, chubs?",not-hate
1273,@user Good one Bob! Show her who the real boss is! And keep up the support for our cause.,hate
1274,The bitch done had a baby shower in McDonald's 🤦🤦.. loud forgive the lil whores u made .,hate
1275,"Monday thoughts: they may die of starvation &amp; homelessness but by God, they’ll have their guns strapped on in order to shoot any immigrant they come across, cause Trump said so. Back when they still had a TV to watch Fox News.",hate
1276,"@user Will you be throwing the odd 'Waaaaahhhhhh', 'Cunt' or 'Fook sake boys' in the mix? Or will that just be behind the scenes. 😉",not-hate
1277,@user @user You are Beautiful charming Bitch Jennifer white Nobody's fuck like you Amazing sucking Cocks 💝💝💝👑👑👑👑👑👑,hate
1278,@user Bit of an arrogant Kunt aren't you Gerry.,not-hate
1279,I say 'I do' a lot for someone that would never say I do...,not-hate
1280,"@user @user @user  Illegals Cost U.S taxpayers $135 Billion a year WIC doesnt ask for #immigration status Its time to cal ICE on illegals at school, welfare offices at jobs I believe in Zero Tolerance Not 1 More Dimes Spent for Illegals",hate
1281,@user Get up and walk the dog you little cunt before I ground you.,hate
1282,STFU! Like we need your worthless 2 cents of wisdom! Go crawl back under your rock!!!,not-hate
1283,"Pro Tip- If you're in NYC tonight and a girl asks you if you're your_fuckboy, say yes, take her home and fuck her",hate
1284,"This is besides the catcalls, the hey baby’s and calling me a slut and bitch when I wasn’t interested. Fuck this shit.",not-hate
1285,Do you ever just wanna lose your shit on someone for no good reason other than the fact that they exist? Cause same,not-hate
1286,#WomenDisobey  Black America turns against Obama onn ILLEGAL Immigration. via @user,not-hate
1287,"@user Corky BOoger is hands down the most hysterical woman of the bunch, he wins",not-hate
1288,If syrian refugees want to sue Germany because of delays go a head who is to say they would be given Asylum anyway ungratful and sad,hate
1289,Good Job @user and Thanks !  No Illegal think they can disregard are law no right to be in the U.S No Right to stay !  No Pack it Up!  #Immigration #Trump #MAGA #SendThemNHome,not-hate
1290,"Agreed. Happy to see Labour using more direct language and action on migration, but no IRC is worse than another. They all have to be binned, not forgetting immigration detention wings in prisons. Because migration is not a crime.",not-hate
1291,"Aid boat to take rescued migrants to Spain, after Italy refuses access",not-hate
1292,"I mean, they COULD, but they'd just find vapid bullshit from a cunt who beat up a pregnant woman made for HS freshm…",not-hate
1293,What's the difference between your bonus and your dick? You don't have to beg a woman to blow your bonus,hate
1294,AfD: We have to take care of our own poor before inviting migrants,not-hate
1295,When she cancels the dick appointment cause she's 'sick' then you see her in the bar on her snap story,not-hate
1296,Help us all The Bitch is back. I checked the hole she went in and covered it up.,hate
1297,When you're trying your best to fit in,not-hate
1298,Talmbout. I was always feeling lmaoo bitch shut up and drop that baby fat before u try and jump on this dick. It got a Weight limit,hate
1299,@user I have watched you talk out of both sides of your mouth for months now. We see you. Nothing but a greedy fame whore.,hate
1300,ANTONIO SABATO JR: I’M AN IMMIGRANT AND I SUPPORT TRUMP’S WALL  ..  Watch full video here: @user @user  @user @user  @user #BuildTheWall #Borderwall #Immigration #AmericaFirst,not-hate
1301,"Ur a cunt nd she’s a hoe, nuff said",hate
1302,@user A illegal aliens showing exactly what they were coming to this country for in the first place. #sendthemback!!!!!,hate
1303,Germany to hold migrants in detention centres on Austria border,hate
1304,Not according to the holes in Denmark,not-hate
1305,@user @user :') this whore is damn sexy @user tbh this girl knew how to name her acc :'),hate
1306,Good bitch I’m glad u got dumped he is never coming back to your life dumb bitch you a hoe,hate
1307,Watch: Afghan migrant harassed Bulgarian woman and got a lesson - Free Speech Time - @user,hate
1308,Sarah Jeong is exactly why we don't need non white immigration. They come over here with complete hatred for the native population. Thanks for redpilling America ðŸ‡ºðŸ‡¸ðŸ˜‚ðŸ’¯,hate
1309,@user Protect U.S Citizens Enforce U.S Laws Illegals are Not above U.S Laws #NoAmnesty No #DACA #SendThemBack #Trump #MAGA @user,hate
1310,"@user Bitch stfu i talk to u everyday u the one who forget yo place, HOE",hate
1311,"If you are not aware of this situation, you need to be as the US has taken in thousands of these Muslim refugees.",not-hate
1312,My rotation is like a revolving door,not-hate
1313,Illegal Aliens Killed Two Search And Rescue Dogs In Texas wicked infernal barbarians have no place in society!#BuildTheWallNow #DeportThemAll #NoAmnesty#NoDACA#NoMs,hate
1314,"With military members already  being stripped of their service to our country and told to go home, Trump administration plans to limit citizenship for legal immigrants, NBC News reports",hate
1315,@user @user I hate you you fucking cunt bitch how fucking dare you I hope you wake up with mad cott…,hate
1316,But if y’all INSIST on wanting anyone’s relationship I rather you look for a Barack than a Gucci. Not all men take you through hell.,not-hate
1317,"21 trillion National Debt is a lot for supposedly greatest country on earth, keep supporting Planned Parenthood, you don't want US babies to be born with hundreds of dollars tags on their diapers good night Hollywood adopt more immigrants n refugees please @user Why not?",not-hate
1318,Deleted again. Working to get it back again,not-hate
1319,Chinese officials have complained when Hong Kong's Foreign Correspondents' Club has hosted controversial speakers. Now one former city leader is criticizing the group's lease of a government building.,not-hate
1320,"@user Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist ""art"", a ""remembrance wall"" for rapefugee invaders in Liverpool.",hate
1321,"If a guy doesn't have a psycho ex, then you know his dick game weak AF.",not-hate
1322,"Picture: the couple Engelbert and Spera, both Jews. Engelbert is now elected in the Austrian parliament for the Ã–VP. He says in the newspaper HaÃ retz the danger for Jews doesnt come from FPÃ–Nazis, more from Islamic refugees, which import antisemitism to Austria.",not-hate
1323,Congress must hold the administration accountable for its treatment of immigrants. We have to lift our voices for justice and mercy.,not-hate
1324,Theresa May defends why do not all the ruling classes open up their homes to migrants ordinary people are on waiting lists the other are not,not-hate
1325,Deep State Judge Blocks Trump Administration From Ending Obama Immigrants First DACA,not-hate
1326,"@user Yeah, but I think RAM is something you can’t ever have enough of. Maybe when you can load the entire HD into memory...",not-hate
1327,@user @user @user Glaring deficiencies in healthcare ignored. Building stupid Ram mandir and statues are given prominence. UP is suffering from Sangh poison,not-hate
1328,"People talk down on women who don't want broke niggas for no reason, I wouldn't want a broke bitch",hate
1329,#Trump &amp; #Israel are seeking to erase #refugee status of 7 Millions #Palestinians.Its a #genocide &amp; this is part of #JaredKushner peace plan..#Netanyahu dictated plan Erasing #Palestinian catastrophe #Nakba #Nakba70 same like erasing #Holocaust.Never again for all &amp; for anyone,not-hate
1330,"@user author of THE STRUGGLING STATE, writes about #Eritrea #Refugees for @user",not-hate
1331,"'not all men' yeah you're right, jim hopper, an amazing selfless man who who took care of 13 year old powerful girl would NEVER do this",not-hate
1332,@user @user I hope you love monster cock,not-hate
1333,Illegal Alien Stabbed Woman To Death At Horse Track @user @user #NoAmnesty #NoDACA #DeportThemAll,hate
1334,"The Republican field includes anti-immigrant and racist candidates, yet this @user ad is the one that gets blocked.",not-hate
