id,sentence1,label
625,"@user @user Spoiled, rancid food AND guns in the aisles? Rats in @user great.  #GroceriesNotGuns",irony
626,@user @user Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox,non_irony
627,"Of course I'm not nervous, I'm hyperventilating for fun.",irony
628,@user Haha go to Icelands x,non_irony
629,morelikes_app #necklace #sweet #you #running #inlove #iphoneonly #igers #russia  #sm...,non_irony
630,#TeenAnalCasting #VIRGIN VIRGIN ] cute teenage virgin playing in her hotel room in tight blue gstring underwear!,non_irony
631,Gotta record my favorite show Tamar&Vince season finale!!!💜,non_irony
632,People who lie to me really help with my trust issues  #twittereantaboutlife,irony
633,Sorkin identified the 'attack on free speech' from Sony hackers before attacking the media for publishing the leaks  #SonyHack,irony
634,@user @user @user didn't you know that they removed the M16A3 because it was overpowered? :O,non_irony
635,#instacraze  #addiction 😜 at,irony
636,@user @user @user You're arguments are obviously very impacted by the fact this family were TSI in appearance.,non_irony
637,@user fading the public doesn't just apply to gambling. Do the exact opposite of @user and you're in good shape.,non_irony
638,Double dance with the boys is what makes a Monday worthwhile,irony
639,@user I miss seeing your face and t-Rex hands everyday on Vlogmas😭😘 -Rexemoji🙈,irony
640,"@user So happy I got an offer from Trinity Laban, I'd take Greenwich over Leeds any day leeds is where it's at 💃✋",irony
641,Can't fck with you hoe an I'm sorry 👐 😂,irony
642,@user We study hard.. 📚🙊  #procrastinators 👯,irony
643,Ohio State putting it #OnWisconsin ... No match.,non_irony
644,"Less than 5 hours sleep, fantastic  😁",irony
645,Jimi Agbaje is a fine man...in respect to public service what notable landmark has he achieved?  Tested|Jimi...,non_irony
646,"I feel faint after chasing a whippet and Lily, Libby, Gabby, Millie the cats who were playing chase in the garden #AintItFun !! #notfun",irony
647,"Digital drumsticks, thanks Grandma and Grandpa",irony
648,Einstein would be amused about Strider jumping around in time,non_irony
649,I love seeing what you guys got,irony
650,Bmw i8 sexy az hell but too slow for the dinero 12.4 in the quarter mile slow #fan of the design feeling the...,non_irony
651,Went to check on 10 cause it was way late for sleeping and BAM she was never here. Why did no1 find it important to tell me this???,non_irony
652,@user Not passing judgment. Been in many binds before and actually love the creativity. Vodka is a versatile liquor.,non_irony
653,#TeenAnalCasting #2003 2003 Ford F-150 XLT Mulberry FL 33860,non_irony
654,Glad @user is excited to see me..... 😒,irony
655,@user if @user exclude BF3 maps from the poll... I am going to RIOT!! I really want Seine Crossing back 😭 😭|I would pay for it!!,non_irony
656,Why does my tongue feel it necessary to try and touch the high speed tool my dentist has put in my mouth?,non_irony
657,> Knowledge itself doesn't mean a person is qualified to represent a religion if * his/her humanity (& sanity) is absent.,non_irony
658,"@user :-) Go for it. 20th Century Fox copied me and did 21st Century Fox, after all ... , I hasten to add *very* unlitigiously!",irony
659,cleaning up spew is a definite highlight of my job!!,irony
660,"#SteveHarvey worships #Obama b/c he doesn't research, then calls every1 else ignorant. #Fuck this guy.  #Idiot",non_irony
661,"@user women say 1 man asltd them, y so long 2 say sumtin? & the young 1s, where the parents? Hotel wit grn ass man? Smh",non_irony
662,We want turkey!!,irony
663,@user get ready for another one on Saturday,irony
664,@user Ohhh I don't know about that! That sounds sooooo interesting!,irony
665,@user I'm smarter than most people who lie to me. I have fun picking the holes in their stories.,non_irony
666,Feels so good 2 get off  2 have 2 go straight 2 school though...,irony
667,@user doing a great job...   What do I pay my extortionate council taxes for? #Disgrace #OngoingProblem,irony
668,Sipping a chicken Cuppa soup and watching #Jezza how exciting,irony
669,True,irony
670,Good crowd at the Independence Bowl...,irony
671,@user Is Naughty Dog going to be there? #TGA,non_irony
672,Incredible. RT @user The Red Sox have an agreement with Justin Masterson.,non_irony
673,aw i love it when my boss schedules me to work the day that a storm comes to the bay area!!!!!!!!!!!!!!!!!!! :'),irony
674,Lord have mercy on us. The world's most powerful nation is ruled by two families. #Bush #Clinton #wasps #elxn2016,non_irony
675,then that means it HAS to be square to him @user @user @user @user @user,non_irony
676,@user @user I love button pushers!,irony
677,Watching #Bones &cradled my leg when I saw @user in episode about chicken #tasteslikechicken #termite #TheWalkingDead @user,non_irony
678,2 and half hour walk #Proud,non_irony
679,I am extremely excited to know what Reza Aslan and CJ Werleman think about what happened in Pakistan #PeshawarAttack,irony
680,@user Thank you @user for having me on the cover of the Feminism issue. My favourite magazine cover ever. LorraineELLE X,irony
681,Hahahhaha that really made me jelouse,irony
682,I just love EU servers....,irony
683,Xmas on the blog feat intimissimiofficial and @user * Read our story and share the LOVE...,non_irony
684,Well that's me living till I'm 200yrs old!!! #sarci   #wit #low #constant,irony
685,"She heard Him cry and His little fingers & toes were counted and Mary exclaimed ""He's PERFECT!""  Oh Mary, you so cray cray.",irony
686,@user Think I may use that in my ads ! :),irony
687,@user What's with the ridiculous hashtagging? #massive #twat,non_irony
688,SEEING @user ON SATURDAY whaddddddup #legend,irony
689,I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe,non_irony
690,Happy 2nd anniversary to me in SGV. Happy OT here in client. Woohoo. I loooooove my job. Super. More years to go!!!!!!!!!,irony
691,Getting ready #yesterday #christmaseve #lastnight,non_irony
692,"@user No, voting somebody in because they're from Latvia is way more important than voting for the best players.",irony
693,@user @user @user @user  for Elrufai#he represents the masses#so it is our victory#,non_irony
694,"Being publicly called a ""heartless arsehole"" for going about my day as usual.",irony
695,"So, Matt and Natasha are having sex. #WhatASuprise  #WhatElseIsNew",irony
696,I LOVE not sleeping. It's the best.,irony
697,"Stop living like a king, you're not one So using this in real life. #ExodusMovie",non_irony
698,"@user  I'm really big supporter of #lawenforcement. Like Sheriff Clarke said, it's all theatrics. #Ferguson @user",irony
699,"Country music & photo editing, my type of morning ☀️🎶",non_irony
700,Cocktails tonight yep why not!   had one in over a year! !,non_irony
701,"@user if you don't want to upgrade your iOS or keep many pictures, yeah it's great",irony
702,Coffee and Fiber One. It's worth getting up for.,irony
703,"The silence in #TimesSquare for #EricGarner last night is only broken by #NYPD siren. , watch on ifussss app.",irony
704,She can get it raw !!!,non_irony
705,Found out the reason that weekend closer makes my life miserable is because I'm atheist. #hypocrite #atheistproblems #serverproblems,non_irony
706,that is the face of a tired man hahahahah,non_irony
707,@user I thought it funny ;p,non_irony
708,there are things we are made to go through  to harm us but to given us a lesson to teach to someone weaker,non_irony
709,In other news i havent had a good nights sleep in a week. I feel great.,irony
710,"Sarcasm incoming: This weekend is going to be such a great time being grounded with nothing to do but homework, gunna have a blast!",irony
711,Lol boy i just wanted a fuck not a relationship  trying to sound like a hoe.,irony
712,"Final at 7am, I'm ready",irony
713,"Wearing my @user rangers shirt, flipping off a crowd in his hometown of boston. So much",irony
714,Ed Sheeran smashing out his tunes on the Victoria's Secret catwalk. Ginger legend!,non_irony
715,"You're any moment, every second,|Every scent and every flower|As a girl.",non_irony
716,"It's the crackhead uncle of the HBCU family ""@_KKoolPoINtz_: Every HBCU in Alabama looks at Alabama State sideways lmao!""",non_irony
717,@user @user yeah I'm avoiding you by waking up at 6 AM my time so by 10 PM I'm exhausted.  #sucksimissedyou <3,irony
718,Watch amazing race contestant talk juicy!,non_irony
719,love being able to be comfortable in my own room😃👍,irony
720,"Sometimes I wonder, am I the mouse, or am I the experimenter?",non_irony
721,A day where  ruled @user I got followed by @user Wht a  day!! Lollllll.,irony
722,Oh how I love fainting randomly,irony
723,So glad they've found a way to make the gospel socially relevant to klingons!,irony
724,I promote #EDM why would I add jazz? Some ppl will do anything 2b popular #SoObvious #WTF #AttentionWhore #keepitreal,non_irony
725,"@user yeah I did, because it didn't show the convo and stuff, was gonna text it you but NO :)",non_irony
726,Not felt this I'll since I was in kos! Eugh a great end to a great week......  #beenshite #killme,irony
727,"Azealia Banks call Iggy ""Igloo Australian""...WOOOW an incredible rapper diss another one",irony
728,There is nothing I love more than listening to the black eyed peas on the way home from a Saturday night loss in petrolia #killerband,irony
729,@user All #U Can Do Beautiful Is Your #BEST Winning Is  Important Taking Part & Having Fun Is What Matter's :-),non_irony
730,I think I might be an artist  #flowers #pretty #love #beautiful #painting #art #nature #lchs,irony
731,@user what for ? waste of time...:),non_irony
732,"at least... I've got spine, cause I can feel the pain in my back. #thinkpositive|",irony
733,@user anytime! Cash is acceptable every where. And can be used toward whatever they want/need.,non_irony
734,It's funny because your a fake ass bitch :) #yourAtruefriendtoher,irony
735,So far today I burned my tongue on my coffee. Saw a dead guy on the freeway and chipped the windshield in the truck #gonnahaveagoodday,irony
736,I love my mom,irony
737,@user He's just trying to drive Suh's price up.,irony
738,"@user @user it's ok Kev, Gurney's bowling the next over",irony
739,@user @user do you wanna cry? That's how you cry. Omg,non_irony
740,I picked a great night to not want to sleep.,irony
741,"But hey, 1 study guide for chemistry down 5 to go",non_irony
742,@user nah dude my buddy puked all over steak and shake,non_irony
743,@user ooooo touching myself to ODB he is the greatest Giants player to ever play the game... Screw that the best player ever!!,irony
744,Might go back to bed it's easier then making the effort @user   #wrong 😂😭,non_irony
745,AHHH WINNER AND EPIK HIGH. #2014MAMA,non_irony
746,Babysitting night! Hoping my car doesn't get towed bc idk where to park 😰,non_irony
747,I have to leave for school at 9am and I'm still in bed #fucktherain #wherearemyhunters #imgonnalooksocutetoday,irony
748,3 hours of sleep is sufficient to tackle this day.  #timezoneproblems,irony
749,day 3 : sun|but it's not sunny today ☁|#DecemberPhotoChallenge #france #sun #or  #today #day3...,non_irony
750,So this week is just getting better and better  😭,irony
751,"Grandma's coming over, yay money. #lol #kidding",irony
752,S/O to the Bengals for sucking it up yesterday. Totally made it worth me staying up 24 hours yesterday and coming to work this am.,irony
753,"#Hunger #has  #vanished #from #our #affluent, even #overweight, #society –",non_irony
754,Gripping new ebook not for the fainthearted or politically correct. Please visit site,non_irony
755,"soon, stop, wtf, and omg are deff my fav things to hear 😂",irony
756,25 Historical Images That Normalize #Breastfeeding via @user We're so more tolerant now...,irony
757,crushes are great until you realize they'll never be interested in you.| :p,irony
758,I'm so glad I work a double on New Year's Eve and then most of New Year's Day...  #pissed,irony
759,I love finals week! #justkidding  #stressed,irony
760,Funny Annoying You Men's Tee Great for family reunions! #funny  #tees,irony
761,"@user Because your ""sarcastic""?",irony
762,@user I'm not a Lohan anymore 😁 detox now for 4 weeks new me! 1 week tomorrow 😘,non_irony
763,Chasing my dog though the house  fun,non_irony
764,Huge for @user RT @user Congrats to today's #12DaysOfChristmasSweatersContest winner @user,non_irony
765,They don't even listen to ur order talk about great customer service 👎,irony
766,Ah @user soul show making my Sunday morning at work more bearable #cold yet #happy,non_irony
767,"There's no such thing as ""too much ammo""",non_irony
768,It's the most wonderful time of the fiscal year :(|,irony
769,@user Is it snowing in Canada? Just on the hills here at the minute but hoping for a white Christmas,non_irony
770,How Badly Do You Need That Burrito? (That's sounds naughty) #burrito,non_irony
771,Well today has just started off great.,irony
772,I love being on hold. Especially when the music is so great.,irony
773,Hit Them Angles And Duck Face To Hide Those Wrinkles ; ) #ThatsABossBitchRightThere . . . !!,irony
774,At least my tan looks good 😳😂  need to learn to appreciate my pale skin 🙈,irony
775,@user @user I won't be pledging anytime soon...why are these GROWN women competing..AKA vs DELTA...crabs in a barrel..SAD,non_irony
776,Getting sick just in time for finals is so great,irony
777,thanks for clearing everything up Koenig  #serialbrady,irony
778,Just received an email that I am the heir to the Nigerian Petroleum Corporation. I should immediately send them all my bank info.,irony
779,What am i doing with my life,non_irony
780,"Same as what Whoopi said about rape of 13 yo by Roman Polanski. Not ""rape rape"" b/c she was drugged. via @user",non_irony
781,@user have you heard back yet?!,non_irony
782,"oh lord!  RT @user RT @user Before becoming an actor, Tom Cruise wanted to be a Catholic priest.",irony
783,Cc: @user My last tweet. Wayne's World is a great movie.,irony
784,Lady in red ❤️✨💋👸💃|#ootd #im #the #mom  #the #godmother #lol #athenakairalyn #baptism #love...,non_irony
785,to have a highway clean up section of highway. people expressed their freedom of speech @user @user @user,non_irony
786,"@user its my workhorse, practically glued to my hand",non_irony
787,@user @user I bet those fairways and greens rival the work of @user,irony
788,"#Comptroller: #CitiBike #Stations, #Bikes  #Being #Properly #Maintained: As CitiBike gears up to expand, the...",non_irony
789,is when someone has been quite vocal against liberals but at the same time supports @user :),irony
790,and he takes calls when his phone thing works @user @user @user @user @user @user,non_irony
791,It's so much fun to drive a front wheel drive car in the snow,irony
792,Another new politician in the state with a social science degree and a liberal arts diploma... Just what we need  #greensfail,irony
793,Getting my midterm back was such a great start to my day  #badday,irony
794,Same #Soundcloud dl: Follow> @user #ATL #ConsciousMusic,non_irony
795,Looking forward to mine and the boyfriends 2nd Christmas together!!😘🙌💕,non_irony
796,@user no u dnt hav to..bt sme ppl do....evn whn they do shit.. :-P,non_irony
797,@user @user @user first line is correct!! Can't say about the latter one!! 😁,non_irony
798,buzzing for school on monday..,irony
799,Fleury with 5 shut outs so far on the season. He's still not good though,irony
800,"Wrapping up CROTCHED MOUNTAIN commercial tonight, and packing everything up to head up to Loon Mountain Resort...",non_irony
801,tough day in sun #kitsch#funny @ Costa Teguise Lanzarote,non_irony
802,michael have a sexy face when he cough,irony
803,@user @user Well it's not any worse or better than 'Stark Raving',non_irony
804,@user thanks for leaving the dish for us  #badbusiness,irony
805,Just snap chatting my sister a few times.. #shelovesitwhenIsendthatmany,irony
806,@user Home page at 8:30am shows Dow -51.44 but it's +102.75. Can you make your home page stats more real-time pls?,non_irony
807,Photo: Abstract Tribal Bubble Jumpsuit Size: s-xl Cost:$39.99,non_irony
808,Rain and sleet hun? Yeah I totally want to get dress and go to work. Sounds like  fun  #iwannagobacktobed,irony
809,"My professors moustache is so uneven, Mohstash would be ashamed right now",non_irony
810,Best Christmas gift @user new album.,non_irony
811,my life won't be complete until I meet @user 💕,non_irony
812,If this year wld be filled w all these rainy days it wont be so cool a cool way to start e year,non_irony
813,"Well that's my Becky in London with her nan, an the big girl dan too start her new job tomorrow #feelingabandoned  haha",irony
814,@user #me and #change were not friends I still need #time,non_irony
815,Small amount of lads with birds nests' for hair cuts  #ha #3allover,irony
816,"Rolls-Royce, as envisioned by the wonderful people at Mansory #rollsroyce #purple #customcar",irony
817,@user well what can I say 👤,non_irony
818,Nosebleeds in the morning are my favorite,irony
819,THE WORLD'S BIGGEST ONLINE JOB Click and Get Started Now!,non_irony
820,@user Funny thing is now she's a security guard at Fed Ex in LA where I pick up all the time.,irony
821,"Pretty sure there's a satanic baby in the apartment next door. Stays howling. Not crying. Howling. All day, all night. Ugh. #killmenow",non_irony
822,Losing the keys to your car before your have to drive yourself to the airport to catch a flight is awesome.,irony
823,Casual stroll with lauralobaugh   Rochester  #FunInTheSun @ Key West Islands - Florida (U.S.A.),irony
824,I love how @user can stay up and tweet but can't stay up and hang out with me! #truebro,irony
825,"Got up early to get the earlier bus , & I miss it!! Now I have to wait...Well this day is starting off wonderful..",irony
826,That moment when you have to go to the bathroom but the cleaning lady is in there....#StillHoldingIt,non_irony
827,@user # SHOCKING,irony
828,The downside to working in fisheries and conservation is that you can rarely afford the cool things that promote your job,irony
829,Love people that don't act like adults.,irony
830,I adapted the Snoopy comic for academic paper submission :P Reviewer 2 is the stuff of nightmares!,non_irony
831,@user @user What does PTI do apart from whining?  #Youthiacrasy,irony
832,"Still wondering why the pop-up ""save password"" still pops up even when you do not tick ""keep logged in"". -Sarcastic",non_irony
833,"And with this revelation, the African-American community's faith in law enforcement skyrockets!",irony
834,@user At 2:30am? Who's gonna favourite it? An owl?,non_irony
835,@user I have a boyfriend! () *hair flip and walks away*,irony
836,Throwing up on Christmas morning is my ideal way of spending it.,irony
837,Who's eating everything on the table for Noche buena? 🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋,non_irony
838,@user @user Shit! I better shut my stupid girly mouth because im so concerned about what men might think of me.,irony
839,"This team from Covington, KY pretty much sucks. #gosteelers",non_irony
840,unless he's changed @user @user @user @user @user @user @user @user,non_irony
841,"Velvet And Rhinestones Babydoll|Size:Medium and Large|Comes with softly padded under wired shelf cups,...",non_irony
842,#politics is not my cup of tea says #sonakshi @user  of #lingaa fame . #sonakshi dad #shatru is our top #bjp leader,irony
843,@user I don't believe you!!!!,irony
844,"@user (281): If I had feelings, you would have hurt them.",irony
845,"@user well, people did ask where would have been without McCormack, and here we are",non_irony
846,@user annnnddddddd your opinion is irrelevant,non_irony
847,@user @user trading a SP for a defense-only SS? Brilliant trade.,irony
848,Saturday selfies miss you guys @user @user jessica101xxx mark8 😘😘😘😘kiss each and one...,non_irony
849,Today should be fun,irony
850,check it out!,non_irony
851,"Heh, and fat, too. #ShotsFired",irony
852,Two Broke Rednecks father/daughter riffing team who make fun of old educational films n more |,non_irony
853,"I'm seeing #catfish while I search for a #fishsitter for my #goldfish, #LoveLife",irony
854,"@user and we know abt the ""goal"" that (never) crossed the line  #holierthanthou #henryisalegend",irony
855,@user nice. We make it in a pot with butter & Himalayan salt. Sometimes with infused salts for a change.,non_irony
856,"@user @user |Here we are all alone |You and me, |Privacy |And we can do anything |Your fantasy ||#GetMeToEVC",non_irony
857,stop subtweeting 😉,non_irony
858,Looking forward to new year :D,non_irony
859,I just found out I have a 13th grade education: must have slept through that entire year,irony
860,@user gotta love how honest kids are. #saywhattheythink,non_irony
861,"Pain is inevitable, suffering is optional|#Anonymous",non_irony
862,Read at the news '#Middle #East #updates #/ #Assad: #US-led #airstrikes  #serious #or #efficient',non_irony
863,"While politicians are busy in scuffles #PakArmy is doing their job yet maligned  ""@peaceful_h:Salute 2 PAKARMY",irony
864,Is it ironic for a @user song to come on my #ipod after a @user song?!  #SelenaGomez #JustinBeiber,irony
865,@user GG for giving us amazing collections for 10 yrs.In fact i was planning to do the same for u from my prospictive😊,non_irony
866,@user Have you guys tried unplugging the servers waiting 10 seconds and plugging them back in?  #psndown,irony
867,Here's the final episode of #minecraft #hardcore survival... We die while trying to get a sustainable food source,irony
868,"@user What's the opposite of a cheat day"" called? Because THAT'S what I only have one of per week"" |What he said.",non_irony
869,@user thats not weird at all,irony
870,"@user Aww, you poor thing, I feel so bad for you being in sunny Florida. I don't know how you can handle it!  ;)",irony
871,"Just realized I haven't watched this weeks episode of Degrassi.  I ""eventually"" get around to it.",irony
872,#kimk dress style!!! @user s it or ? #balenciaga #kimkardashianwest #kimkardashian #vestito #moda #2014 #go...,non_irony
873,"when singing along to songs in Korean and there is a part in English, I sing it with a Korean accent. WHY.",non_irony
874,@user continuing with that wonderful customer service ?,irony
875,Oh hello flu! Thank you for fooling me in thinking you were gone! I missed you so much!  #flu #yaay,irony
876,last day of classes #trill except finals whoop,irony
877,can't wait for the 3:30 hour drive back home.    #betarocks15,irony
878,@user |Part 2~ ARTICLE|👏💜👉❌⭕👈🙏🙌  ~UEXPECTED,non_irony
879,@user great Christmas.,irony
880,I don't think it's the last time ;-) #hobbit #onelasttime  #cinema #ov #3d #48hfr,non_irony
881,Well. If it's not one thing it's another. But hey why not a like new exhaust. #pissed  #GRRRR,irony
882,Are you excited for the new #Blackberry #Classic #smartphone? Check out this article by @user,non_irony
883,walking in this was fun,irony
884,@user @user For the masses. I love it.,non_irony
885,Image via We Heart It #boy #funny #girl #K #mad  #ok,non_irony
886,"Dear Dr. Diaz, gravity does not exist, Einstein got it wrong. I wrote a book explaining my theory, let me know if you want to read it",irony
887,@user I don't think your caramel frappe is salty enough.  #McYuck #lostsale,irony
888,"Sooo mad right now, great way to start my day",irony
889,Don't give up what you want most for what you want now. #inspiration #motivationalquotes #startup,non_irony
890,#Minivan #Mom #Ebony #Wilkerson  #Guilty #By #Reason #of #Insanity: #Judge: A Florida judge ruled Friday that...,non_irony
891,"@user I guess the picture will answer it. |Still , Answer 7 - Above and Beyond.|#QuiksilverGoesSupersonic",non_irony
892,Happy stfx day! Lost my #Xring in '12. It was found 2 mo's later glistening on the 18th green of Lost Creek Golf Club. #xringmiracle,irony
893,Miss skateboarding and it's not even winter yet 😔😖 #skateeverydamnday  @ Hoof Life✌️,non_irony
894,@user @user You do look a die hard fan of his,irony
895,#chattyman never fails to make me laugh @user #1 talk show on TV! #loveit,non_irony
896,"wait for it ""city-data"" will become a Fox News site soon @user @user @user @user",non_irony
897,Really looked forward to waking up this early for finals......,irony
898,Turns out a sausage butty from burger king is just a burger. Really enjoyed eating that at half 8 in the morning.  #feelshit,irony
899,@user y'all are doing a great job at keeping people safe,irony
900,They bombarded out country  #immigration @user,irony
901,Thank God that the wait for an appointment is only until February.,irony
902,Sorry this doesn't make any sense why make it even more tough? That's going to produce more players..,irony
903,Why is ISIS an acronym for words in English?,irony
904,@user it's been over a year since you tweeted. #DoinItRight  #MaybeNextYear #NewYearsResolution,irony
905,@user shows you that APC is a free and fair party#run by intellectuals#and this is what we call democracy dictatorship#,non_irony
906,Its so hard to choose between the pleasure and the pain  #Girl #December #Love #Dream  #Strong,non_irony
907,I'll go to Hawaii!|Bye Bye my friends! I'll be back😁😁#Hawaii#trip#with#myfamiry#because#girlfriend,non_irony
908,@user - absolutely love this song! #CantStopSinging,non_irony
909,Take my time because I want it all right?,irony
910,@user Can't wait to play the #BFHardline Beta with you XD #Epic,non_irony
911,Left my lunch at home. Swansea canteen outdoing themselves with this generous and well priced portion of food,irony
912,We hold these kids back.....  #RUT340,irony
913,"Can't believe ash made this, too funny #Tolo  #Never",irony
914,when you get friendzoned by someone you trying to friendzone...sigh,irony
915,WOW !!! Really ??? Homework in the weekends?!  #talkingabout #theteachers😡😡,irony
916,... @user slaying in Igloo Australia's home country lol  RT > @user Nicki is SLAYING New Zealand!,irony
917,I love waking up five minutes before I have to be at school...,irony
918,Falling asleep to the sound of rain is so relaxing ☔️,non_irony
919,Gotta love #EMC's latest feature on the VNX side.,irony
920,@user everyone just wants to be you your just sooooo cool,irony
921,My life on a daily basis  #notreally #lcsbeauty #followme #lblogger,non_irony
922,@user the good old days!,irony
923,@user Tried to cut and paste a tweet from SA Mining where they got GO Green Consulting ... it's in my timeline.,irony
924,is not lost. @user @user  @user,non_irony
925,Shawn still hasn't follow me....and I'm okay with it,irony
926,Gotta go home and cook a big breakfast 🍴,non_irony
927,@user |Horrible day in Cambuslang!  very Christmasy,non_irony
928,And then today was 💩. What a surprise!  #2of6 #6daystretch,irony
929,Off to search for a Christmas gift for my dad bc procrastination 🎁,non_irony
930,Hashtags are great idk why everyone stopped using them #jk  #bye,irony
931,"@user I infer that you are besmirching coffee, but that can't be right",non_irony
932,@user @user To be fair he looks like he's lost a lot of weight since his amazingly successful halcyon Leeds' days!,irony
933,#oldfriends#are#old#anymore,non_irony
934,#Canned #Food #Lot  #Of #Space #InteriorDecor Please RT:,non_irony
935,"there is only 1 race, HUMAN so i dont look at things by the myth of ""races"" @user @user",non_irony
936,I now have ZERO resect for DeMarcus Cousins.,non_irony
937,The city that only sleeps on mass transit. #naptime  #isntitironic #donchathink #imnotsure...,irony
938,"@user  #PSA Hey Jay, I tuned in when u said ""why all the cocaine talk today....after tweeting coke joke saw it's Escobar's 65th",irony
939,@user It's no longer political.@BarackObama is setting the stage for all out race war.That is his only way he can succeed.,non_irony
940,They thought I was gone ! These vegas niggas gone respect me and know I been doing this shit too ! & I...,non_irony
941,#Bit #Chair #Comfy #Mind #Nope  #ikea #decor|Please RT:,non_irony
942,"@user this made me think of you ""@TFLN: (330): I need vodka mixed w a bit of holy water right now""",non_irony
943,@user clever you!,irony
944,When someone who is extremely selfish dramatically wonders why people are so selfish !,irony
945,"#FEMALECONDOMS  |#herpes is  #curable, it #can #be #managed..",non_irony
946,@user gun laws will fix everything,irony
947,Sexist article in the Daily Fail about men wasting money on cycling - accompanied by recommendation for a handbag costing £999.,irony
948,"@user looking great today Diane, it's not fair you're not on more.  enough Diane",irony
949,That moment when #BabyBoomer next to you philosophize about the lacking #communication skills of #GenerationY ->  #NewWayToCommunicate,irony
950,@user @user @user @user tweeted this at me yesterday,non_irony
951,#Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended via @user,non_irony
952,I'm not usually a fan of anything #pumpkin or #pumpkinspiced but OMG. These are the best cookies I've...,non_irony
953,People in this school seem to amaze me..,irony
954,We spend our childhood in a hurry to grow up and when we grow up we want to retain our childlike nature! #justsaying  #lifegoals #kids,irony
955,@user that's 4 steps. But I can dig it.,non_irony
956,@user There's no personal responsibility anymore. You can't expect anyone to think.,irony
957,.@nypost .@Cameron_Gray Oh that makes it all better!!!,irony
958,San Diego is amazing and I'm never coming home,irony
959,@user @user How can you even keep up with all this great music?!,non_irony
960,Getting my shit together in 2015 like........ #2015isthenewturnup #myboos #funtimes #makingmemories...,non_irony
961,"wow, look at you hotshot.  #isthatajoke",irony
962,@user definitely consult a tax professional on that one.,non_irony
963,What a joke. Thanks for the detailed response and communication with your customers.  @user @user,irony
964,Oh noes! The night train Berlin-Malmö runs only during summer! & me who was planning a long comfortable train trip :(,non_irony
965,"When j need the mailman to come late, he's here at 8a. When I can't wait for the mail to come? 7p.",irony
966,Don't forget the true meaning of Christmas🙏,non_irony
967,#page#found#404,non_irony
968,I just swallowed my giant lozenge. Now my throat actually hurts. I'm glad I have Twitter to share my despair. #sick,non_irony
969,@user not always. They've found them in $500k homes,non_irony
970,Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs,non_irony
971,"Good news! Thanks to the #ACA, my husbands insurance premium jumped up 971.2% in one year! Hooray!  #ThanksObama",irony
972,I miss the days when all my close friends lived in the same city.,non_irony
973,What do you call a Chinese millionaire?,non_irony
974,Because standing by a board about dental hygiene for two hours is how I wanted to spend my birthday..,irony
975,@user right! Clearly the po-po has been playing too much Call of Duty,non_irony
976,"Migrains,, throwing up are always fun",irony
977,"@user we are here to fight endlessly and change the system, atleast I am not going anywhere irrespective of result #AK4Delhi",non_irony
978,I love 14 hour shifts  😩😩😩,irony
979,That's always a great way to boost self-esteem,irony
980,Carbon everywhere :) #carbon #hood  #sticker #strips #down #red #automotive #dope #cars...,non_irony
981,@user so pissed at 2K rn..,non_irony
982,Gotta baps that hoe thou,non_irony
983,Dentists oh the joy,irony
984,When you show your valid 16-25 railcard and shes charges you full price anyway. Great service from Tamworth  @user,irony
985,"My dove wrapper told me to be mischievous, so if anything happens, that's my extenuating, external attribution to blame  #psych",irony
986,Tribute to a brave elephant simply defending his family.,non_irony
987,@user @user there are more lawful ways the lawmakers whould av gone about gaining entrance not by breaking the law  kind of,irony
988,Love this weather,irony
989,@user Kohli showing all the guts of Scooby Doo. #CaptainCourageous,irony
990,@user i don't like yellow but most of my things are yellow.  hi kapitana!!! Nagaaral kmi ni @user ASDFGHJKL HUHUHU,irony
991,Mid speech @ Christmas Lacrosse Ball #flattering  @ Grand Cafe,irony
992,It's nice to see continuity in our gender struggles.,irony
993,I just love when you test my patience! ☺️,irony
994,"@user My ex husband's autopsy report from the coroner took ages too, it just seems to be the slow machinations of the process.",non_irony
995,"The secret of #change is to focus all your energy, not on fighting the old, but on building the new. ~Source Unknown|#Quotes|#QvAW",non_irony
996,"Gotta love the ""friends"" I have out here hahahah  #nosuchthing",irony
997,"#OPEC #chief #defends #policy, #says #group to #try to #ride #out #price #fall. via @user",non_irony
998,Taking Over the mansion with the Mexicans @user,irony
999,just dropped my new single||it's me||i'm single,irony
1000,Favorite @user if you love Romance Novels. #Love #Drama #Romance,non_irony
1001,Bhopal victims don't get justice aft 30yrs but don't find place in prime and a man traveling in business cls is prime time news..,irony
1002,The #hardest thing's  #knowing & #having the #faith to #keep #going,non_irony
1003,"Looking forward to a nice and long 130km #cycle tomorrow, in the minus degree weather  #fool #festive500",irony
1004,When that bish defollows you  #disney #belle #MoreFollowersPlease,irony
1005,Just got the message I need to start working at another location. Brilliant!  now rushing towards second location. Oh god I hate Mondays,irony
1006,Just flossed and then ate right after #inconvenient,irony
